ID,Case Number,Date,Block,IUCR,Primary Type,Description,Location Description,Arrest,Domestic,Beat,District,Ward,Community Area,FBI Code,X Coordinate,Y Coordinate,Year,Updated On,Latitude,Longitude,Location
10263245,HY451128,10-05-2015 23:55,040XX W 31ST ST,5002,OTHER OFFENSE,OTHER VEHICLE OFFENSE,STREET,FALSE,TRUE,1031,10,22,30,26,1149740,1883727,2015,10-12-2015 15:56,41.83686004,-87.72604503,"(41.836860039, -87.726045031)"
10264422,HY452124,10-05-2015 23:55,014XX N LECLAIRE AVE,820,THEFT,$500 AND UNDER,STREET,FALSE,FALSE,2533,25,37,25,6,1142107,1909128,2015,10-12-2015 15:56,41.90670834,-87.75342426,"(41.906708336, -87.753424257)"
10265043,HY451419,10-05-2015 23:55,089XX S PARNELL AVE,620,BURGLARY,UNLAWFUL ENTRY,RESIDENCE,FALSE,TRUE,2223,22,21,71,5,1174198,1845728,2015,10-12-2015 15:56,41.73207708,-87.63742752,"(41.732077084, -87.637427522)"
10263204,HY451130,10-05-2015 23:55,120XX S PERRY AVE,486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,FALSE,TRUE,523,5,9,53,08B,1177762,1825151,2015,10-12-2015 15:56,41.6755311,-87.6249912,"(41.675531098, -87.624991204)"
10263249,HY451152,10-05-2015 23:54,078XX S DR MARTIN LUTHER KING JR DR,1330,CRIMINAL TRESPASS,TO LAND,GAS STATION,TRUE,FALSE,623,6,6,69,26,1180265,1853045,2015,10-12-2015 15:56,41.75201902,-87.61497796,"(41.752019022, -87.614977963)"
10263237,HY451142,10-05-2015 23:45,078XX S EAST END AVE,3731,INTERFERENCE WITH PUBLIC OFFICER,OBSTRUCTING IDENTIFICATION,STREET,TRUE,FALSE,414,4,8,43,24,1188900,1853236,2015,10-12-2015 15:56,41.75234095,-87.58332889,"(41.752340945, -87.583328889)"
10263235,HY451169,10-05-2015 23:43,122XX S ADA ST,470,PUBLIC PEACE VIOLATION,RECKLESS CONDUCT,STREET,TRUE,FALSE,524,5,34,53,24,1169552,1823500,2015,10-12-2015 15:56,41.67118175,-87.65508904,"(41.671181749, -87.655089038)"
10263227,HY451150,10-05-2015 23:40,063XX S MAPLEWOOD AVE,143A,WEAPONS VIOLATION,UNLAWFUL POSS OF HANDGUN,STREET,TRUE,FALSE,825,8,15,66,15,1160460,1862629,2015,10-12-2015 15:56,41.77874976,-87.6872908,"(41.778749762, -87.687290803)"
10263212,HY451114,10-05-2015 23:40,009XX E 82ND ST,502P,OTHER OFFENSE,FALSE/STOLEN/ALTERED TRP,STREET,FALSE,FALSE,631,6,8,44,26,1183744,1850818,2015,10-12-2015 15:56,41.74582748,-87.60229846,"(41.745827484, -87.602298459)"
10263372,HY451262,10-05-2015 23:30,061XX S SANGAMON ST,810,THEFT,OVER $500,RESIDENTIAL YARD (FRONT/BACK),FALSE,FALSE,712,7,16,68,6,1171027,1864141,2015,10-12-2015 15:56,41.78267449,-87.64850723,"(41.782674487, -87.648507229)"
10263283,HY451133,10-05-2015 23:30,075XX S KENWOOD AVE,460,BATTERY,SIMPLE,STREET,FALSE,FALSE,411,4,5,43,08B,1186520,1855189,2015,10-12-2015 15:56,41.75775677,-87.59198877,"(41.757756765, -87.59198877)"
10263218,HY451129,10-05-2015 23:30,038XX W HARRISON ST,041A,BATTERY,AGGRAVATED: HANDGUN,STREET,FALSE,FALSE,1133,11,24,26,04B,1151141,1897093,2015,10-12-2015 15:56,41.87351066,-87.72055414,"(41.873510659, -87.720554136)"
10267575,HY454096,10-05-2015 23:30,030XX W 21ST PL,910,MOTOR VEHICLE THEFT,AUTOMOBILE,PARKING LOT/GARAGE(NON.RESID.),FALSE,FALSE,1022,10,24,30,7,1156416,1889559,2015,10-12-2015 15:56,41.85273159,-87.70139047,"(41.852731587, -87.701390474)"
10263876,HY451598,10-05-2015 23:30,049XX W WABANSIA AVE,810,THEFT,OVER $500,STREET,FALSE,FALSE,2533,25,37,25,6,1142988,1910846,2015,10-12-2015 15:56,41.91140633,-87.75014504,"(41.911406327, -87.750145037)"
10264011,HY451670,10-05-2015 23:30,022XX W 81ST PL,890,THEFT,FROM BUILDING,APARTMENT,FALSE,FALSE,835,8,18,70,6,1162650,1850770,2015,10-12-2015 15:56,41.74616154,-87.67959247,"(41.746161539, -87.679592472)"
10263223,HY451134,10-05-2015 23:27,0000X N HOMAN BLVD,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,STREET,TRUE,FALSE,1123,11,28,27,18,1153709,1900227,2015,10-12-2015 15:56,41.88205999,-87.71104223,"(41.882059988, -87.71104223)"
10263214,HY451123,10-05-2015 23:25,0000X N MASON AVE,4625,OTHER OFFENSE,PAROLE VIOLATION,ALLEY,TRUE,FALSE,1513,15,29,25,26,1136773,1899636,2015,10-12-2015 15:56,41.88075836,-87.77324612,"(41.880758357, -87.773246121)"
10267529,HY451107,10-05-2015 23:17,012XX S WABASH AVE,331,ROBBERY,ATTEMPT: AGGRAVATED,SIDEWALK,FALSE,FALSE,131,1,2,33,3,1176963,1894862,2015,10-12-2015 15:56,41.86684367,-87.62581667,"(41.866843668, -87.625816668)"
10263217,HY451121,10-05-2015 23:15,041XX W ARMITAGE AVE,1305,CRIMINAL DAMAGE,CRIMINAL DEFACEMENT,SMALL RETAIL STORE,TRUE,FALSE,2525,25,30,20,14,1148582,1912970,2015,10-12-2015 15:56,41.91712858,-87.72953936,"(41.917128577, -87.729539364)"
10263233,HY451118,10-05-2015 23:15,001XX W RANDOLPH ST,486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,FALSE,TRUE,122,1,42,32,08B,1174851,1901269,2015,10-12-2015 15:56,41.88447238,-87.63337818,"(41.884472382, -87.633378182)"
10263236,HY451102,10-05-2015 23:11,002XX S LAVERGNE AVE,143A,WEAPONS VIOLATION,UNLAWFUL POSS OF HANDGUN,STREET,FALSE,FALSE,1533,15,28,25,15,1143291,1898731,2015,10-12-2015 15:56,41.8781557,-87.74933484,"(41.878155704, -87.74933484)"
10263186,HY451108,10-05-2015 23:10,040XX W 26TH ST,2022,NARCOTICS,POSS: COCAINE,SIDEWALK,TRUE,FALSE,1031,10,22,30,18,1149892,1886418,2015,10-12-2015 15:56,41.84424154,-87.72541739,"(41.844241543, -87.725417387)"
10263195,HY451103,10-05-2015 23:08,040XX N FRANCISCO AVE,610,BURGLARY,FORCIBLE ENTRY,RESIDENCE-GARAGE,FALSE,FALSE,1724,17,33,16,5,1156327,1926755,2015,10-12-2015 15:56,41.95480245,-87.70071034,"(41.954802449, -87.70071034)"
10263213,HY451112,10-05-2015 23:05,080XX S THROOP ST,486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,FALSE,TRUE,612,6,21,71,08B,1169059,1851382,2015,10-12-2015 15:56,41.74770493,-87.65609081,"(41.747704934, -87.656090808)"
10264222,HY451692,10-05-2015 23:00,074XX N ROGERS AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,CTA GARAGE / OTHER PROPERTY,FALSE,FALSE,2422,24,49,1,14,1163951,1949684,2015,10-12-2015 15:56,42.0175625,-87.67203244,"(42.017562503, -87.672032437)"
10263324,HY451238,10-05-2015 23:00,066XX S MARYLAND AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE PORCH/HALLWAY,FALSE,FALSE,321,3,5,42,14,1183036,1861112,2015,10-12-2015 15:56,41.77409174,-87.60457314,"(41.774091737, -87.604573143)"
10263859,HY451501,10-05-2015 23:00,019XX W FULLERTON AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,RESTAURANT,FALSE,FALSE,1432,14,32,22,14,1162974,1915960,2015,10-12-2015 15:56,41.92504312,-87.6765789,"(41.925043115, -87.676578899)"
10263211,HY451094,10-05-2015 23:00,079XX S COTTAGE GROVE AVE,820,THEFT,$500 AND UNDER,TAVERN/LIQUOR STORE,FALSE,FALSE,624,6,8,44,6,1182930,1852635,2015,10-12-2015 15:56,41.75083246,-87.60522475,"(41.750832464, -87.605224746)"
10266930,HY454168,10-05-2015 23:00,071XX S RIDGELAND AVE,486,BATTERY,DOMESTIC BATTERY SIMPLE,SIDEWALK,FALSE,TRUE,324,3,5,43,08B,1189101,1858113,2015,10-12-2015 15:56,41.76571905,-87.58243632,"(41.765719051, -87.582436322)"
10263228,HY451143,10-05-2015 23:00,055XX N AVONDALE AVE,1150,DECEPTIVE PRACTICE,CREDIT CARD FRAUD,STREET,FALSE,FALSE,1622,16,45,11,11,1134015,1936182,2015,10-12-2015 15:56,41.98109371,-87.78251133,"(41.981093713, -87.782511325)"
10263753,HY451503,10-05-2015 23:00,008XX E 130TH PL,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,FALSE,FALSE,533,5,9,54,14,1184202,1819047,2015,10-12-2015 15:56,41.65863315,-87.60160938,"(41.65863315, -87.601609384)"
10263203,HY451109,10-05-2015 23:00,102XX S MICHIGAN AVE,031A,ROBBERY,ARMED: HANDGUN,ATM (AUTOMATIC TELLER MACHINE),FALSE,FALSE,511,5,9,49,3,1178997,1836933,2015,10-12-2015 15:56,41.70783464,-87.62011381,"(41.707834644, -87.620113813)"
10263210,HY451117,10-05-2015 22:55,061XX S KILBOURN AVE,2028,NARCOTICS,POSS: SYNTHETIC DRUGS,STREET,TRUE,FALSE,813,8,13,65,18,1147422,1863612,2015,10-12-2015 15:56,41.78170612,-87.73506462,"(41.781706124, -87.735064619)"
10263207,HY451104,10-05-2015 22:50,007XX W JAMES M ROCHFORD ST,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,SIDEWALK,TRUE,FALSE,1232,12,25,28,18,1171541,1894515,2015,10-12-2015 15:56,41.86601237,-87.64573152,"(41.866012374, -87.645731522)"
10263167,HY451097,10-05-2015 22:45,054XX S SPAULDING AVE,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,SIDEWALK,TRUE,FALSE,822,8,14,63,18,1155308,1868288,2015,10-12-2015 15:56,41.79438355,-87.70602722,"(41.794383545, -87.706027219)"
10263182,HY451091,10-05-2015 22:44,076XX N PAULINA ST,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,SIDEWALK,TRUE,FALSE,2422,24,49,1,18,1163657,1950702,2015,10-12-2015 15:56,42.02036214,-87.67308539,"(42.02036214, -87.673085393)"
10263201,HY451106,10-05-2015 22:37,002XX S CICERO AVE,502P,OTHER OFFENSE,FALSE/STOLEN/ALTERED TRP,GAS STATION,TRUE,FALSE,1113,11,28,25,26,1144428,1898490,2015,10-12-2015 15:56,41.87747307,-87.74516605,"(41.877473065, -87.745166052)"
10265770,HY453188,10-05-2015 22:35,016XX W 66TH ST,2825,OTHER OFFENSE,HARASSMENT BY TELEPHONE,APARTMENT,FALSE,FALSE,725,7,15,67,26,1166597,1860946,2015,10-12-2015 15:56,41.77400267,-87.66484,"(41.774002671, -87.664840001)"
10263141,HY451084,10-05-2015 22:32,071XX N GLENWOOD AVE,5007,OTHER OFFENSE,OTHER WEAPONS VIOLATION,SIDEWALK,TRUE,FALSE,2423,24,49,1,26,1165637,1947622,2015,10-12-2015 15:56,42.01186843,-87.66588751,"(42.011868433, -87.665887514)"
10264578,HY452356,10-05-2015 22:30,002XX W 26TH ST,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,FALSE,FALSE,914,9,11,34,14,1175214,1887077,2015,10-12-2015 15:56,41.84552045,-87.63247067,"(41.845520447, -87.632470674)"
10263175,HY451077,10-05-2015 22:30,044XX W THOMAS ST,520,ASSAULT,AGGRAVATED:KNIFE/CUTTING INSTR,RESIDENCE PORCH/HALLWAY,FALSE,TRUE,1111,11,37,23,04A,1146529,1906957,2015,10-12-2015 15:56,41.9006677,-87.7372357,"(41.900667699, -87.737235695)"
10268491,HY455740,10-05-2015 22:30,030XX W WALTON ST,810,THEFT,OVER $500,STREET,FALSE,FALSE,1211,12,26,23,6,1155763,1906173,2015,10-12-2015 15:56,41.89833526,-87.70333962,"(41.898335258, -87.703339619)"
10263193,HY451092,10-05-2015 22:30,008XX S KOLMAR AVE,2027,NARCOTICS,POSS: CRACK,ABANDONED BUILDING,TRUE,FALSE,1131,11,24,26,18,1146145,1895789,2015,10-12-2015 15:56,41.87002873,-87.7389303,"(41.870028733, -87.7389303)"
10263367,HY451265,10-05-2015 22:30,049XX S LAKE PARK AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,FALSE,FALSE,222,2,4,39,14,1187186,1872524,2015,10-12-2015 15:56,41.80530964,-87.58899806,"(41.805309638, -87.58899806)"
10263162,HY451088,10-05-2015 22:25,011XX N STATE ST,520,ASSAULT,AGGRAVATED:KNIFE/CUTTING INSTR,SIDEWALK,TRUE,FALSE,1824,18,42,8,04A,1176137,1907906,2015,10-12-2015 15:56,41.90265577,-87.62845565,"(41.90265577, -87.628455651)"
10263121,HY451062,10-05-2015 22:22,042XX W MADISON ST,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,SIDEWALK,TRUE,FALSE,1115,11,28,26,18,1148213,1899677,2015,10-12-2015 15:56,41.88065831,-87.73123784,"(41.880658311, -87.731237838)"
10263196,HY451086,10-05-2015 22:20,026XX S INDIANA AVE,031A,ROBBERY,ARMED: HANDGUN,RESIDENCE PORCH/HALLWAY,FALSE,FALSE,133,1,2,35,3,1178034,1886979,2015,10-12-2015 15:56,41.84518791,-87.62212465,"(41.845187911, -87.62212465)"
10263190,HY451079,10-05-2015 22:20,018XX W CORNELIA AVE,320,ROBBERY,STRONGARM - NO WEAPON,RESIDENTIAL YARD (FRONT/BACK),FALSE,FALSE,1922,19,32,5,3,1163397,1923265,2015,10-12-2015 15:56,41.94507956,-87.67481843,"(41.945079557, -87.67481843)"
10263267,HY451182,10-05-2015 22:20,018XX S THROOP ST,910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,FALSE,FALSE,1233,12,25,31,7,1167990,1891334,2015,10-12-2015 15:56,41.85736075,-87.65885918,"(41.857360751, -87.658859176)"
10263199,HY451072,10-05-2015 22:17,059XX S LA SALLE ST,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,FALSE,TRUE,232,2,20,68,14,1176318,1865609,2015,10-12-2015 15:56,41.78658556,-87.62906485,"(41.786585558, -87.629064854)"
10263114,HY451058,10-05-2015 22:09,032XX N CICERO AVE,2220,LIQUOR LAW VIOLATION,ILLEGAL POSSESSION BY MINOR,STREET,TRUE,FALSE,1634,16,30,15,22,1143809,1920927,2015,10-12-2015 15:56,41.93905424,-87.74687562,"(41.939054243, -87.746875622)"
10263317,HY451080,10-05-2015 22:05,097XX S BRENNAN AVE,910,MOTOR VEHICLE THEFT,AUTOMOBILE,DRIVEWAY - RESIDENTIAL,FALSE,FALSE,431,4,7,51,7,1193245,1840597,2015,10-12-2015 15:56,41.71755335,-87.56781858,"(41.717553353, -87.567818581)"
10263187,HY451075,10-05-2015 22:05,003XX E 131ST PL,560,ASSAULT,SIMPLE,STREET,FALSE,FALSE,533,5,9,54,08A,1180564,1818326,2015,10-12-2015 15:56,41.65673859,-87.61494361,"(41.656738592, -87.61494361)"
10263163,HY451059,10-05-2015 22:00,075XX S STONY ISLAND AVE,560,ASSAULT,SIMPLE,HOSPITAL BUILDING/GROUNDS,FALSE,TRUE,411,4,8,43,08A,1188234,1855158,2015,10-12-2015 15:56,41.757631,-87.58570825,"(41.757630995, -87.585708249)"
10263164,HY451056,10-05-2015 22:00,003XX S ARTESIAN AVE,143A,WEAPONS VIOLATION,UNLAWFUL POSS OF HANDGUN,ALLEY,TRUE,FALSE,1125,11,2,28,15,1160030,1898268,2015,10-12-2015 15:56,41.87655619,-87.68788561,"(41.876556193, -87.687885608)"
10263159,HY451057,10-05-2015 22:00,015XX W WASHBURNE AVE,1661,GAMBLING,GAME/DICE,SIDEWALK,TRUE,FALSE,1233,12,2,28,19,1166060,1894467,2015,10-12-2015 15:56,41.86599936,-87.66585396,"(41.865999363, -87.665853961)"
10266631,HY454031,10-05-2015 22:00,003XX E 87TH ST,890,THEFT,FROM BUILDING,RESIDENCE,FALSE,FALSE,632,6,6,44,6,1179762,1847374,2015,10-12-2015 15:56,41.73646865,-87.61699422,"(41.73646865, -87.616994216)"
10263827,HY451560,10-05-2015 22:00,019XX W FARRAGUT AVE,820,THEFT,$500 AND UNDER,STREET,FALSE,FALSE,2012,20,40,4,6,1162733,1934884,2015,10-12-2015 15:56,41.97697661,-87.67693188,"(41.976976607, -87.67693188)"
10263423,HY451294,10-05-2015 22:00,023XX W HADDON AVE,810,THEFT,OVER $500,STREET,FALSE,FALSE,1212,12,1,24,6,1160645,1907585,2015,10-12-2015 15:56,41.90211013,-87.6853692,"(41.902110126, -87.6853692)"
10263285,HY451132,10-05-2015 22:00,025XX E 73RD ST,460,BATTERY,SIMPLE,STREET,FALSE,FALSE,334,3,7,43,08B,1194474,1857158,2015,10-12-2015 15:56,41.76296806,-87.56277423,"(41.762968059, -87.562774231)"
10263263,HY451113,10-05-2015 22:00,020XX W CONCORD PL,313,ROBBERY,ARMED: OTHER DANGEROUS WEAPON,STREET,FALSE,FALSE,1434,14,32,24,3,1162656,1911046,2015,10-12-2015 15:56,41.91156544,-87.67788538,"(41.911565444, -87.677885377)"
10263239,HY451138,10-05-2015 22:00,029XX S QUINN ST,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,FALSE,FALSE,913,9,11,60,14,1170407,1885181,2015,10-12-2015 15:56,41.84042395,-87.65016711,"(41.840423951, -87.65016711)"
10263751,HY451397,10-05-2015 22:00,005XX N LEAMINGTON AVE,810,THEFT,OVER $500,STREET,FALSE,FALSE,1532,15,28,25,6,1141937,1903076,2015,10-12-2015 15:56,41.8901041,-87.75419882,"(41.890104095, -87.754198816)"
10263379,HY451270,10-05-2015 22:00,045XX S FORRESTVILLE AVE,820,THEFT,$500 AND UNDER,STREET,FALSE,FALSE,221,2,3,38,6,1180704,1874938,2015,10-12-2015 15:56,41.81208544,-87.61269687,"(41.812085436, -87.61269687)"
10264068,HY451617,10-05-2015 22:00,080XX S MARSHFIELD AVE,610,BURGLARY,FORCIBLE ENTRY,RESIDENCE-GARAGE,FALSE,FALSE,611,6,21,71,5,1166739,1851460,2015,10-12-2015 15:56,41.74796877,-87.66458979,"(41.747968771, -87.66458979)"
10263268,HY451205,10-05-2015 22:00,022XX N LECLAIRE AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,FALSE,FALSE,2522,25,31,19,14,1142021,1914465,2015,10-12-2015 15:56,41.92135524,-87.75360766,"(41.92135524, -87.753607657)"
10270580,HY458557,10-05-2015 21:57,063XX N SHERIDAN RD,2826,OTHER OFFENSE,HARASSMENT BY ELECTRONIC MEANS,APARTMENT,FALSE,FALSE,2433,24,49,77,26,,,2015,10-12-2015 15:56,,,
10263200,HY451060,10-05-2015 21:55,022XX W MONROE ST,460,BATTERY,SIMPLE,SIDEWALK,FALSE,FALSE,1223,12,2,28,08B,1161276,1899496,2015,10-12-2015 15:56,41.87990013,-87.68327655,"(41.879900132, -87.683276545)"
10263136,HY451047,10-05-2015 21:50,051XX W CONCORD PL,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,SIDEWALK,TRUE,FALSE,2533,25,37,25,18,1142096,1910491,2015,10-12-2015 15:56,41.91044876,-87.75343082,"(41.910448764, -87.753430815)"
10263192,HY451043,10-05-2015 21:45,021XX N KIMBALL AVE,2851,PUBLIC PEACE VIOLATION,ARSON THREAT,STREET,FALSE,FALSE,1413,14,26,22,26,1153366,1913830,2015,10-12-2015 15:56,41.91939472,-87.71193993,"(41.919394721, -87.711939926)"
10263098,HY451037,10-05-2015 21:44,050XX W JACKSON BLVD,1812,NARCOTICS,POSS: CANNABIS MORE THAN 30GMS,RESIDENTIAL YARD (FRONT/BACK),TRUE,FALSE,1533,15,28,25,18,1142809,1898200,2015,10-12-2015 15:56,41.87670756,-87.75111788,"(41.87670756, -87.751117882)"
10263244,HY451099,10-05-2015 21:43,085XX S ADA ST,031A,ROBBERY,ARMED: HANDGUN,SIDEWALK,FALSE,FALSE,613,6,21,71,3,1168815,1848232,2015,10-12-2015 15:56,41.73906616,-87.65707561,"(41.73906616, -87.657075609)"
10263216,HY451070,10-05-2015 21:40,047XX S MORGAN ST,2027,NARCOTICS,POSS: CRACK,STREET,TRUE,FALSE,933,9,3,61,18,1170450,1873239,2015,10-12-2015 15:56,41.807653,-87.65035767,"(41.807653003, -87.650357673)"
10263096,HY451024,10-05-2015 21:39,022XX W DIVERSEY AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,FALSE,FALSE,1432,14,1,21,14,1160843,1918556,2015,10-12-2015 15:56,41.93221123,-87.68433696,"(41.932211231, -87.684336964)"
10263156,HY451053,10-05-2015 21:38,080XX S MANISTEE AVE,051A,ASSAULT,AGGRAVATED: HANDGUN,APARTMENT,TRUE,TRUE,422,4,7,46,04A,1195901,1852262,2015,10-12-2015 15:56,41.74949788,-87.55770592,"(41.74949788, -87.557705921)"
10263126,HY451031,10-05-2015 21:32,029XX N RIDGEWAY AVE,331,ROBBERY,ATTEMPT: AGGRAVATED,SIDEWALK,FALSE,FALSE,2523,25,30,21,3,1151335,1919719,2015,10-12-2015 15:56,41.93559478,-87.71924718,"(41.93559478, -87.719247178)"
10263241,HY451146,10-05-2015 21:30,075XX W IRVING PARK RD,1320,CRIMINAL DAMAGE,TO VEHICLE,OTHER,FALSE,FALSE,1631,16,36,17,14,1125143,1925734,2015,10-12-2015 15:56,41.95257515,-87.8153727,"(41.952575154, -87.815372695)"
10263088,HY451032,10-05-2015 21:30,082XX S RACINE AVE,820,THEFT,$500 AND UNDER,SIDEWALK,FALSE,FALSE,613,6,21,71,6,1169753,1850249,2015,10-12-2015 15:56,41.74458081,-87.65358058,"(41.744580809, -87.653580577)"
10263290,HY451139,10-05-2015 21:30,085XX S MARYLAND AVE,560,ASSAULT,SIMPLE,APARTMENT,FALSE,FALSE,632,6,8,44,08A,1183383,1848572,2015,10-12-2015 15:56,41.73967262,-87.603691,"(41.739672624, -87.603691)"
10263100,HY451035,10-05-2015 21:30,053XX N LUNA AVE,486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,FALSE,TRUE,1623,16,45,11,08B,1138183,1935213,2015,10-12-2015 15:56,41.97836012,-87.76720607,"(41.978360123, -87.767206068)"
10263373,HY451254,10-05-2015 21:30,032XX N NEENAH AVE,910,MOTOR VEHICLE THEFT,AUTOMOBILE,RESIDENTIAL YARD (FRONT/BACK),FALSE,FALSE,1632,16,36,17,7,1132145,1920923,2015,10-12-2015 15:56,41.93925423,-87.78974471,"(41.939254229, -87.789744709)"
10263188,HY451038,10-05-2015 21:21,073XX S GREENWOOD AVE,2028,NARCOTICS,POSS: SYNTHETIC DRUGS,STREET,TRUE,FALSE,324,3,5,69,18,1184822,1856593,2015,10-12-2015 15:56,41.76164946,-87.59816768,"(41.761649462, -87.598167681)"
10263077,HY451022,10-05-2015 21:20,004XX W 96TH ST,4625,OTHER OFFENSE,PAROLE VIOLATION,STREET,TRUE,FALSE,2223,22,21,73,26,1174979,1841244,2015,10-12-2015 15:56,41.71975502,-87.63469972,"(41.719755017, -87.634699723)"
10264127,HY451026,10-05-2015 21:20,0000X W HUBBARD ST,460,BATTERY,SIMPLE,BAR OR TAVERN,FALSE,FALSE,1831,18,42,8,08B,,,2015,10-12-2015 15:56,,,
10263602,HY451381,10-05-2015 21:15,003XX E KENSINGTON AVE,820,THEFT,$500 AND UNDER,STREET,FALSE,FALSE,532,5,9,53,6,1180658,1828256,2015,10-12-2015 15:56,41.68398585,-87.61429648,"(41.68398585, -87.614296476)"
10263133,HY451017,10-05-2015 21:15,041XX W 13TH ST,486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,TRUE,TRUE,1011,10,24,29,08B,1149109,1893723,2015,10-12-2015 15:56,41.86430255,-87.72810193,"(41.864302548, -87.72810193)"
10263158,HY451095,10-05-2015 21:11,021XX N NAGLE AVE,2093,NARCOTICS,FOUND SUSPECT NARCOTICS,ALLEY,TRUE,FALSE,2512,25,36,19,18,1133066,1913623,2015,10-12-2015 15:56,41.9192061,-87.78653082,"(41.919206099, -87.786530821)"
10263161,HY451027,10-05-2015 21:11,021XX N NAGLE AVE,2023,NARCOTICS,POSS: HEROIN(BRN/TAN),STREET,TRUE,FALSE,2512,25,36,19,18,1133066,1913623,2015,10-12-2015 15:56,41.9192061,-87.78653082,"(41.919206099, -87.786530821)"
10263129,HY450996,10-05-2015 21:05,032XX N DRAKE AVE,031A,ROBBERY,ARMED: HANDGUN,SIDEWALK,FALSE,FALSE,1732,17,35,21,3,1152154,1921217,2015,10-12-2015 15:56,41.93968927,-87.71619765,"(41.939689272, -87.716197651)"
10263609,HY451378,10-05-2015 21:03,064XX S DR MARTIN LUTHER KING JR DR,2820,OTHER OFFENSE,TELEPHONE THREAT,APARTMENT,FALSE,FALSE,312,3,20,69,26,1180027,1862438,2015,10-12-2015 15:56,41.77779985,-87.61556289,"(41.777799853, -87.615562888)"
10263473,HY451323,10-05-2015 21:00,035XX W VAN BUREN ST,810,THEFT,OVER $500,STREET,FALSE,FALSE,1133,11,28,27,6,1152925,1897799,2015,10-12-2015 15:56,41.87541286,-87.71398543,"(41.875412863, -87.713985428)"
10263436,HY451314,10-05-2015 21:00,047XX W MAYPOLE AVE,810,THEFT,OVER $500,STREET,FALSE,FALSE,1113,11,28,25,6,1144815,1901044,2015,10-12-2015 15:56,41.88447426,-87.74368065,"(41.884474261, -87.743680645)"
10263139,HY451008,10-05-2015 21:00,013XX S MILLARD AVE,2024,NARCOTICS,POSS: HEROIN(WHITE),SIDEWALK,TRUE,FALSE,1011,10,24,29,18,1152252,1893592,2015,10-12-2015 15:56,41.86388169,-87.71656742,"(41.863881686, -87.716567422)"
10263380,HY451269,10-05-2015 21:00,050XX W IRVING PARK RD,910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,FALSE,FALSE,1624,16,45,15,7,1142231,1926127,2015,10-12-2015 15:56,41.953353,-87.75254576,"(41.953353003, -87.75254576)"
10263220,HY451069,10-05-2015 21:00,037XX W SHAKESPEARE AVE,910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,FALSE,FALSE,2525,25,26,22,7,1151031,1914028,2015,10-12-2015 15:56,41.91998416,-87.72051389,"(41.919984158, -87.720513886)"
10263836,HY451575,10-05-2015 21:00,058XX W WAVELAND AVE,890,THEFT,FROM BUILDING,RESIDENCE,FALSE,FALSE,1633,16,38,15,6,1136842,1924009,2015,10-12-2015 15:56,41.94763951,-87.77240743,"(41.947639505, -87.772407434)"
10263419,HY451290,10-05-2015 21:00,065XX S MINERVA AVE,810,THEFT,OVER $500,STREET,FALSE,FALSE,321,3,20,42,6,1185010,1861813,2015,10-12-2015 15:56,41.77596921,-87.59731493,"(41.775969213, -87.597314933)"
10263168,HY451085,10-05-2015 21:00,003XX E 75TH ST,1121,DECEPTIVE PRACTICE,COUNTERFEITING DOCUMENT,RESTAURANT,FALSE,FALSE,323,3,6,69,10,1179912,1855363,2015,10-12-2015 15:56,41.75838795,-87.61620073,"(41.75838795, -87.616200733)"
10263358,HY451233,10-05-2015 21:00,020XX N KEELER AVE,910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,FALSE,FALSE,2522,25,30,20,7,1148052,1913253,2015,10-12-2015 15:56,41.91791538,-87.73147931,"(41.917915379, -87.731479307)"
10263325,HY451236,10-05-2015 21:00,111XX S AVENUE E,820,THEFT,$500 AND UNDER,STREET,FALSE,FALSE,433,4,10,52,6,1203800,1831701,2015,10-12-2015 15:56,41.69287799,-87.52946505,"(41.69287799, -87.529465051)"
